text,salim
เกลียดพวกทหารการเมืองสุดๆ👎🏻👎🏻👎🏻,0
มันกินหญ้าเลยเข้าใจอะไรยาก,1
ก็แค่หมาย้อมสี ริอาจเทียบรัศมีราชสีห์ดาวเงิน(คนละเบอร์) 😂,1
สู้ต่อไปครับ,0
ก๋งผมก็มาจากจีนน่าจะสมัย ร.4 - ร.5 เป็นแซ่ลิ้ม มาแต่งกับทวดซึ่งเป็นสาวไทยเมืองอ่างทอง ทำโรงสี แต่สิ่งนึงที่เราไม่ลืมคือการทดแทนบุญคุณแผ่นดินไทย และไม่เนรคุณทั้งกาย วาจา และใจครับคุณหมอ,1
"เมื่อวานนี้จานป๊อกแถลงปิดคดีเงินกู้ของพรรคฯ ออกอาการดิ้นแรงมาก... ทั้งโกหก บิดเบือน บิดกฎหมาย ฯลฯ จนจรรยาบรรณอดีตอาจารย์สอนกฎหมายเสียหายหมดสิ้น... มีประเด็นบิดเบือนมากมาย... นี่เป็นแค่หนึ่งในการบิดเบือน...
https://www.facebook.com/.../a.51093.../2756505734430246/...",0
แชร์ครับ,1
พูดดีมากขอไห้สู้ต่อไป,0
คุณพระ....น่ารักอ่ะ 5555 ปิดท้ายด้วยประโยคเด็ด 2 คำ มันหรอยยยส์อกนิ ! อ๊ๆๆๆๆๆ😁😁😁💖💖💖💖💖💖💖💗💗💗💗💗💗💗💖💖💖💖💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗😁😁😁,1
Beam Sukrit ผิดครับ,0
รอแจกโฉนดจาก สปก.อยู่ค่ะ,1
จะรอดูทำได้จริงเหมือนที่พูดไหมครับ อย่าเงียบไป รายงานความเคลี่ยนไหวเป็นระยะๆนะครับ เป็นกำลังใจให้ครับ,1
ข้อสาม บรรทัด ที่ 5 เป็นต้นไป ครับ เชื่อมโยงกัน,1
Torkiat Diewvanich - การเมือง มันโดนบล็อค่ะ คุณพี่ไม่ต้อง งง เข้าใจอะนะว่านี้เพจลุง 55555555,1
ใช่ครับ อเมริกากราดยิงกันบ่อยตายเกลื่อน ไม่เคยมีใครมาด่าประธานธิบดี,1
ศาลท่านเก่งมาก แทบไม่รู้สึกเลยว่าโดน,1
Pattarawadee Srimuang มันเลวทังโตรตายยกโตครง่าวสาธุสาธุาสาธุ,0
Ronakorn Sangsawang เหรอ? ต้องเป็นคนแบบไหนถึงเชื่อว่าอย่างนั้น?,0
ไม่เสียใจที่ลงคะแนนให้พรรคอนาคตใหม่ค่ะ,0
สุนิภา หงษ์ทอง ท่านวิเคราะห์วิจารณ์ ในfbไว้นานแล้ว แต่ คมชัดลึก พึ่งเชิญท่านมาออกรายการ อย่ากังวลค่ะ ถ้าไม่ยุบ ก็โดนอาญาหนักกว่ายุบอีก,1
Kittipat Phonsawaengkham แล้วยังไงไอ้ร่านชังสถาบัน หน้าเฟสมีแอบแซะสถาบันนะไอ้วัว,1
ทรงพระเจริญค่ะ,1
โลโก้ยังหกเหลี่ยมอยู่เลย,1
เงียบทำเหี้ยไรอะออกมาคุยกันก่อน,0
มันต้องอย่างงี้สิพ่อ แซ่บมากกก,0
Nattapol Kongsuwan ตัดสิทธิ์​ทางการเมือง 10ปี ครับ​,0
เคยแต่งเป็นธงชาติจีนด้วยครับ,1
ขอให้กำลังใจพรรคอนาคต​ใหม่​ครับ​ คนไทยหัวใจสีส้ม,0
น้องน่าจะรับวาดภาพขาย เป็นรายได้เสริมนะครับ ฝีมือสุดๆ,1
Pongphatchara Sanboonto ไหนบอกมาซิ...หล่มจมตรงไหน ที่เห็นๆจมจนกู้ไม่หมดที คือจำนำข้าว,0
"ปฏิบัติควบคุมโรคให้เป็นไปตามมาตรฐานเคร่งครัดนะครับ
ภาพ ปฏิบัติการ กระจายตามโซเชียลไวมาก",1
ตำรวจ ไม่เห็นลุงแกจริงๆหรอ,1
June Junee invisible hand นี่โวลเดอมอร์แน่เลย 🥺🥺🥺,0
ผมเห็นด้วยกับทุกท่านครับ ถ้าลุงตู่ไม่เข้ามา บ้านเมืองเราคงลุกเป็นไฟครับ,1
ถ้าม่มีใครที่คิดทำลายชาติก็ม่เกิดระฐประหารหร่อกคับจะกลัวทำม่ถ้าคนบ่างกลุ่มม่คิดอะไรเบื่ิองหลัง,0
Peera Sanguansoongnoen ทุกอย่างมีเหตุ และมีผล พวกคุณมาระรานโรงพยาบาล มาระรานท่านเหรียญทอง แน่นหนา ก่อน และ คำที่พูดว่า จะไม่อุดหนุนจะไม่รักษากับโรงพยาบาล คุณทำไมไม่พูด หรืออ่านภาษาไทยไม่แตก ท่านเหรียญทอง ท่านจึงบอกว่า เชิญไปย้ายสิทธิ์ ทั้งสิทธิ30บาท และ สิทธิ์ประกันสังคม ออกไปจากโรงพยาบาลเค้าเลย เค้าไม่แคร์ แต่เค้าไม่ได้ไล่ตรงไหน,1
Ruangyod Nualnok ใช่จ้ะ,1
400_425 ทำได้ยัง,1
Daravong Jangjaidee ยิงสวนสิครับรอไร,0
ความหล่อกูไม่สู้ใคร แต่ความจังไรไม่มีใครสู้กู จะเปิดทำเหี้ยไร ก้อเค้าคือเจ้าของ โง่ซ้ำซ้อนนะมึงเนี่ย อ่านเยอะๆหนังสืออ่ะ,1
น๊อต ไรเดอร์ ครับผม,1
เป็นสิทธิที่เขาสามารถทำได้ครับ.อย่างน้อยก็เอาไปโชว์โคตรพ่อโคตรแม่มันที่ดูไบ..,1
เยี่ยมครับ ^^,1
Raweevan Zaidel คุณหญิงหน่อยมาแรงนะแม่,0
"Pimsucha Laolert
ตรรกะ ตลกมาก...รัฐบาลต้องมามุงหลังคาบ้านให้หรือ ถึงจะได้เรียกว่าช่วยเหลือจริงๆ...",0
แน่จริงก็ออกจากระบบเขาไปเลยดิ พูดเพื่อ? โครงการเขาไม่ดี จะอยู่ทำเฮียไร,1
ถึงจะโดนยุบพรรค แต่ขอให้เดินต่อไปได้นะครับ,0
จัดไปทุกข้อ​ หนักแผ่นดิน,1
ยาก,1
ทรงพระเจริญ,1
ตั้งอีกก็ยุบอีกครับ ถ้าจะสู้ด้วยระบบยังไงประเทศก็ไม่มีวันเจริญขึ้นได้ เพราะประชาชนนอกเหนือจากการเลือกตั้งแล้ว แทบจะต่อต้านอำนาจเผด็จการไม่ได้เลย กกต ก็พวกมันอีก ลงถนนก็โดนยิง จะเก็บตังไปต่างประเทศก็ไม่มีตัง เป็น host ที่ยอดเยี่ยมสำหรับพวกปรสิตดูดภาษี,0
ธ สธิตในดวงใจไทยตราบนิจนิรันดร์,1
Sataporn Bowman ขนาดพรรคประชาชั่ว สส.โกงทีดินชาวบ้าน ยังลอยหน้าลอยตาไปมาอยู่แล้วความยุติธรรมอยู่ตรงไหน,0
นางฟ้ากับ ซาตาน ยุคเหี้ยๆแต่ คมนาคมต่างๆ สร้างไวกว่ายุค นักการเมืองมือขาวสะอาดอีกนะ,0
เก่งมากลูก,0
ตั้งศรี จริยา ขอบคุณครับ,1
เป็นม้าที่ธรรมนัสเคยขายรึป่าว,1
เลวมาก,1
สาธุครัช,1
5555 แฬงยุน๊าาาาา,0
หมดศรัทธากับนายกฯ​ คนนี้​ บริหารบ้านเมืองก็ถดถอยไม่เจริญก้าวหน้า​ ไม่มีการเคารพในกฎหมาย​ ใ​ช้กฎหมายและองค์กรอิสระที่ดูแลความยุติธรรมเป็นเครื่องมือให้ตนและพวกพ้อง​ ทำลายฝ่ายตรงข้ามมาตลอด​ 6 ปี...อยากให้ย้อนดูตัวเองด้วยเข้ามาเป็นนายกฯได้อย่างไร​ ขาวสะอาดหรือไม่​ ตัวเองยังกลัวไม่กล้าอยู่บ้านตัวเองต้องหลบอยู่ในบ้านหลวงค่ายทหารเพราะ?? เลวชาติชั่วจริงๆ,0
รอฟังอยู่ Hamburg,0
Aunchalee Komonpis อ่านเเล้ว. ถึงไลค์ ตามไปดูเฟสด้วย😊,0
งั้นขอดูคุณงามความดี ผลงานดีๆชิ้นโบว์แดงที่แกทำให้ ปชช ภูมิใจหน่อยครับ #กูอยากเห็นว่ะ !!,1
ทรงพระเจริญ,1
ย่า(อาม่า)ของผมพูดชื่อ เหรียญทอง ไม่ชัดครับ,1
วันเดินเชียร์ลุง กับเพื่อนๆได้มีโอกาสเก็บภาพกับกับคุณหมอด้วยค่ะ,1
สุดยอด,1
นี่แหละยอดคน,1
นายฟรุ่งฟริ้ง กับยัยตัวร้าย ปล้นอำนาจโคตรพ่อโคตรแม่มึงดิ เอะอะอะไรก็ปล้นก็ยึด อำนาจปชช.แค่2คำวาทกรรมควายแดงแปลงเป็นควายส้ม กูและปชช.ที่ไม่ได้เลือกพรรคอนาคตใหม่มีกินมีใช้มีเที่ยวทำไรได้ในชีวิตประจำวันสบายอำนาจกูและปชช.มีอิสระปล้นที่ไหนวะ พวกมึงนะโดนพรรคมึงปล้นยัดข้อมูลเฟคดาต้าใส่สมองโดนจูงภปไหนไปกันเลยออกมาเห่าหอน บรรพบุรุษพวกมึงตายโหงอยู่ในนรกเพราะมีรุ่นลูกหลานอัปปีย์จันไร โง่รอพวกมึงอยู่,0
สวยๆ,1
ยุบเขาก็ตั้งใหม่ได้..แต่ปัญหาคือมันใช้กฏหมาย หรือกฏหมา ยุบเขาล่ะ?กฏหมายไม่มี ไม่ห้าม แต่ถ้าโดนยุบจริง.ตกลงเราก็ไม่ต้องใช้กฏหมายกันแล้วมั้งประเทศนี้..เอาแบบนั้นหรอ,0
Praphatphon Udomkitmongkhon 3 ล้านล้านบาท คือ งบประมานทั้งหมดของปี 62 นะคะ หาข้อมูลให้ดี,1
เชียร์ลุง ระวังพวกที่นั่งหัวโต้ะจะโดนบิ้กแปะ ใส่กุลแจมือนะ,1
อาคารอยุ่ที่ใหนคับ,0
เป็นกำใจสู้ๆๆ,0
ผมเป็นหนึ่งเสียงทีเลือก...,0
"ดีว่าเราต้องตายก่อนแน่นอน แต่อย่า
ดันมาเกิดใหม่ในแผ่นดินที่ว่านี่อีกล่ะ",1
มีขายของพรรคทางออนไลน์ไหมคะ,0
"Narongsank Chaichana
https://m.facebook.com/story.php?story_fbid=488225745207490&id=100020602069224",0
พระเอกดับ ไม่ดูพวกมันอีก แยกดีชั่วไม่ออก,1
ทรงพระเจริญยิ่งยืนนาน,1
"ผ่านไปแล้วเริ่มต้นใหม่ค่ะ
นายกสุ้ๆด้วยค่ะ",1
"เค้าห้ามสร้างก่อนปี 1998 เพราะตอนนั้น เส้นบางปะอินปากเกร็ดมันยังตั้งไข่อยู่ หลังจากปี 1998 สร้างได้

นี่ผิดสัญญาสร้างก่อน เลยฟ้อง",0
😀😀😀,1
อยากให้มันติดคุกจังเลยแก๊งสามชั่ว,1
เก่งคะลูกตัวเล็กยังรู้ว่าอะไรดีอะไรชั่วแต่หัวหอกไม่รับรู้เลยย่าขอให้หนูเป็นเด็กดีนะคะ,0
เป็นกำลังใจให้ค่ะ สู้ ๆ นะคะ,0
Natdanai Chaiyachat พรรคอนาคตใหม่ V2,0
พวกควายชอบแบบนี้🤣🤣🤣,1
อนาคตใหม่ฟังดีๆ ทำไมผมรู้สึกว่าพวกคุณพาผมแพ้ ทำไมไม่ลาออกก่อน นอกสภามีแต่แพ้,0
ศาลรัฐธรรมนูญ ตุลาการ คสช.เป็นคนแต่งตั้งมา,0
"ขอเป็นกำลังใจ ให้ทุกท่าน ในวันนี้
พวกท่านยังหนุ่มยังสาว ยังแข็งแรง พร้อม ในทุกด้าน ทั้งร่างกาย สติปัญญา และ จิตใจ ที่มุ่งมั่น ...

F.C. เค้าเป็นกำลังใจให้พวกท่าน อยู่ เป็นล้าน เสียง ...",0
เชื่อมั่นในตัวคุณธนาธรค่ะ ไม่ว่าจะมีอุปสรรคอะไร คุณไม่เคยย่อท้อเลย คุณคือไอดอลของฉัน,0
Isra Iemsri ผมก็ว่างั้นแหละ...ลากพวกนายพลลงมากระทืบ,0
ความจริงทุกคนรู้แก่ใจ ว่ารบ.ต้องการกำจัด คนที่ปชช.นิยมชื่นชอบสูงสุดตอนนี้ มาแต่ต้น ทั้งๆที่ไม่เคยทุจริต หาทางกำจัดออกไป เสี้ยนหนามกลัวเสียอำนาจ ใช้วิธีเอากฏหมายมาตีความ ยกเมฆหาช่องกำจัดออกไปโดย ไม่แคร์ปชช.เพราะมีอำนาจ ควบคุมทุกองค์กรณ์ให้ร่วมมือกำจัด,0
"โทนี่ สตาร์ค ถ้าถึงวันที่ประเทศไทยล้มไม่เป็นท่าเพราะคนๆนี้ คุณอย่ากลืนน้ำลายตัวเองนะคะ ดิฉันเชื่อว่าคุณรู้ดีว่าประเทศไทยต้องการนักธุรกิจที่เก่งและบริหารธุรกิจเป็น แล้วถ้าว่าดิฉันขายชาติ ตั้งแต่เกิดมาคุณไปม็อบกี่ครั้งแล้วคะ ส่วนดิฉันไม่เคยออกไปเลยก้มหน้าก้มตาทำงานเสียภาษีจนถึงทุกวันนี้ ไม่เคยคิดจะออกไปแต่อยากให้ประเทศไทยและคนไทยเจริญ #ถ้าใครบริหารแล้วเจริญก็ชื่นชม ถ้าไม่ได้เรื่องก็เศร้า
#ดิฉันไม่เคยกลัวหรอกคะว่าทหารจะถือปืนมายิงไม่เคยกลัวตายที่คนที่เอาปืนที่ส่วนหนึ่งเป็นเงินที่ดิฉันก็ได้เสียภาษีไป #แต่ดิฉันกลัวอดตายมากกว่าค่ะ

และดิฉันเรียนจบบัญชี เกรด A เศรฐศาสตร์ และวิชาวางแผนธุรกิจคะ
#ขอบคุณคำด่าของคุณนะคะ เป็นคำด่าที่บ่งบอกมากเลยว่ามาจากไหนค่ะ 😊",1
ณัฐพงษ์ สุธรรมา จุ๊ๆ,0
เวรกรรมละ,1
"มงกุฏวัฒนะ เป็นโรงพยาบาลที่มีไม่กี่โรงพยาบาลที่รับรีเฟอร์คนไข้ตามสิทธิ์กลับไปดูแลรักษาไวมากๆ ทำให้คนไข้ไม่ต้องแบกค่ารักษาโรงพยาบาลเอกชนเพราะต้นสังกัดไม่หาเตียงรับย้ายเสียที

แต่มงกุฏวัฒนะไวมาก อันนี้ขอชมจริงๆ ครับ",1
เมื่อไหร่คนดีจริงจะมาบริหาร ประเทศไทยสักที เบื่อวงจรอุบาทนี่จริง ๆ 🙏,0
ตอนนี้เรียนจบมา จะ2 ปีแล้ว ยังหางานไม่ได้ยุเลย,0
Kanchaya Rungrueng ไปด้วย,0
หยุดนานหลายวันมันใช่ว่าจะดีเสมอไปชาวบ้านที่มีความจำเป็นติดต่อหน่วยงานราชการรอกันหลายวันเพราะบางเรื่องมีความเร่งด่วนส่วนลูกจ้างคงหยุดปกติหยุดยาวที่ได้ประโยชน์คือข้าราชการ.,1
ทรงพระเจริญยิ่งยืนนาน,1
Anndy Pattanamekar เราทำงานเสียภาษีอย่างเต็มที่ทุกวันนะ ไม่ได้ออกไปปิดถนนทำเศรษฐกิจแย่ลงไง,1
จำไว้ประเทศนี้ไม่ใช่ของประชาชน ประชาชนเป็นแค่ฝูงแกะฝูงวัวฝูงหมูที่ต้องสร้างผลิตภัณฑ์เพื่อเจ้าของฟาร์มมีเงินมีกินมีใช้ วันไหนสัตว์พวกนี้แตกแถวเจ้าของก็จะหาวิธีกำจัดก็แค่นั้นเอง หดหู่ไหมละครับความจริง…,0
พวกอวยนี่น่าสมเพชจริงๆ,1
เพชรบุรี มีใหมค้าบ,0
พรรคที่ชอบโกหกประชาชน บอกทำโน่นนี่นั่น ห่าราก,1
เราไม่ได้งมงายลุมหลงลุงตู่..แต่เราเห็นผลงานความตั้งใจในการทำงานของลุงตู่มาตลอด5-6ปี..ว่าดีที่สุดแล้วในบรรดานายกทั้งหลายที่ผ่านมา..เป็นกำลังใจให้ลุงตู่สู้ๆๆอย่าท้อถอยเพื่อสถาบันชาติ ศาสน์ กษัตริย์. ค่ะ,1
❤❤❤,0
หนุ่มเหนือ มะเขือหวาน 123456789..อุปป์🤭🤭555,0
เรารักคนดีๆๆๆทีทำเพื่อประเทศชาติจากนี้ไปจะใีสิ่งดีๆๆๆตามนะครับท่านๆๆๆ,1
เอาให้ครบทุกคดีเลยครับอย่าได้ผุดได้เกิด,1
ตายเพราะปากตัวเอง กฏหมายไม่ดู ถนัดมโน โง่ในโง่ แล้วริจะเป็นผู้นำ ขำหว่ะ5555555555555555555555555555,1
คิดหนักกับประเทศไทยและ สส ไทย,0
พวกอยุ่เหนือกฏหมาย,1
สส ที่เอา รัฐประหาร ไม่ควรอยู่ในสภา,0
มุกเดิมๆไร้ศักดิ์ศรี หน้าละอาย ขอทานยังไม่โกงชาติแบบพวกมึง,1
ทรงพระเจริญ,1
ปลัดควาย…มึนยามั้ง…ขนาดทำราชการยังโง่…ไม่รู้ว่าบิ๊กแป๊ะส่งสัญญาณหรือ?,1
Charlee Chaiyong Poom ถูกต้องค่ะ,1
ยุบเหอะพรรคแนวคิดชังชาติ ล้มล้างสถาบัน สร้างความแตกแยกในชาติ,1
จะยุบอีก10พรรค ผมก็ไม่เลือกพรรคลุง,0
มันทำตัวมันเองทั้งนั้นตั้งแต่แรกเข้ามาเล่นการเมืองทำเหมือนว่าประเทศไทยเป็นของพวกมันใหญ่โต​จริงควาย,1
Tanapat Aum รัก​นายกเพราะ​ท่านเข้าใจความ​รู้สึก​ของ​คนที่เสีย​คนที่​รัก​ท่านทำงาน​เร็ว​รู้​ว่า​ครอบครัว​เขา​เดือดร้อน​ไม่เคย​เห็น​จาก​รัฐบาล​อื่น​,1
หน้าวังเลยก็ได้,0
Aphidach Wongsing คิดแล้วถูกๆ,0
Adisak Sansri กู้เงินเกินสิบล้านใด้ป่าวคับถามเพื่อเป็นความรู้กฎหมายระบุว่ายังบ้างคับช่วยอธิบายให้คนโง่ๆฝังบ้างคับ,0
ชอบสิ่งที่เป็นอยู่หรอ!!ลองถามใจจริงๆของคุณดู,0
Jetsada Phongjansathian พวกนี้หน้าด้านค่ะไม่รู้สึก สมองไม่รับรู้เรื่องถูกต้องรับแต่เรื่องถูกใจ สมองกระทบกระเทือนจากการที่สดุดขาตัวเองล้มเลยจำเรื่องดีๆไม่ได้,1
คนดี คนดี ก้อแค่ควายที่หลบอยู่หลังชาวบ้าน แต่เสือกจะมาด่าคนอื่น จะเป็นเชียร์ใครนี่ เหี้ยมาเสือกอะไรหรือไปเดินเหยียบหน้าเหี้ยตัวนี้เข้า,1
งานเข้าช่อเต็มๆเวธกรรม,1
สวยมากคะ,1
Max Spairrow เคยดูคลิปจีน มันนั่งขี้ในลิฟนะ,1
คนดีไม่ต้องมากครับรู้ในใจ55555,1
ขอร่วมส่งดวงวิญญานของทหารกล้าไปสู่ภพภูมิที่ดีค่ะ,1
นศ.สมัยใหม่ส่วนใหญ่ ใจตุ๊ด มุดหัวอยุ่ในมือถือ ไม่หืออือ เหมือนยุค 40กว่าปีที่แล้ว บอกเลย,0
ยังจำวันที่ไปเลือกตั้งได้ไปยืนรอเบียดเสียดเยียดยัดกับคนอีกหลายร้อยคนตั้งแต่8โมงกว่าได้เลือกจริงๆก็เกือบเที่ยง ตั้งใจไปเพื่อกากบาทเลือกพรรคอนาคตใหม่จริงๆ สู้ๆนะคะยังจะเขียร์และติดตามตลอดไปค่ะไม่ว่าจะเกิดอะไรขึ้น,0
นพรัตน์ สังห์เหน่ ชังชาติพ่อมึงสิ ชังมึงนั่นแหละไอควาย!!!😤😤,0
มีเงินเยอะนายก็แสดงเลยค่ะคุณทอน .. พะเอกตัวจิง ?ก่อนจะติดคุก?,1
ขอบคุณที่ทำหน้าที่ สส. ได้เป็นอย่างดีครับ ขอเป็นอีกหนึ่งกำลังใจครับ,0
ต้องช่วยกันดูแลรักษาป่าไม้..ธรรมชาติที่สวยงามกันนะคะ,1
ดูทุกวันเลยค่ะ ชอบคุณปองมากๆนะคะ,1
ช่องว่าง แล้วแต่คนจะเอาไปแปลแท้ๆ กรรมหนอกรรม สงสารประเทศไทย เรื่องเท่านี้ ก้อตัดสิทธิ์,0
อัญญุดา ลีหล้าน้อย อร้าย ไม่กินค่ะ 55,1
"อยากจะคิดแบบนี้ แต่ทางเขาก็สร้างตัวปูทางให้ลูกหลานจากการโกง และในระยะยาวอนาคตอาจเอาผิดไม่ได้ด้วยซ้ำ ซึ่งที่มาของความมั่งคั่งก็มาจากภาษีประชาชนอย่างเราๆอยู่ดี

ผมว่าทางเขาคงคุ้มอ่ะครับ ไม่มีใครอยากทำงานตลอด ครองตำแหน่งกินเงินระยะยาว และรอเกษียร ไม่ต้องทำงาน กินเงินเก่ากับเงินที่นำมาลงทุน",0
Thailand did need a smart leader not buffalo 🐃,0
เอาให้จริงไม๊เถอะ,1
🙏,1
#รักลุงตู่ลุงแดงเสมอครับ,1
คนชั่วครองเมือง,0
ผมชอบแบบอนาคตใหม่​ กี่รอบก็เลือกอนาคตใหม่,0
ธรรมดาๆ ไม่ว่ารัฐบาลจะทำอะไร พวกลูกชั่งด่ามันก็ด่าขาประจำ,1
Wanwipa Pongpan เผาาาา,0
เอาใจไปเลยๆ,0
อีก10 มันยังไม่สายหรอกครับ.. พอผมอายุมากพอจะเลือกเเล้ว.ผมจะเลือกคุณ.,0
แปลว่า คนแก่ที่ชอบอำนาจนิยม จะดึงอนาคตไทยไว้ใต้บู้ททหารต่อไป ใช่มะ 🤬🤬🤬🤬🤬,0
เอาไปหัยอีริว คนเห็นผี5555,1
เชียร์รัฐดว้ยหัวใจรัฐทำงานหนักมากเพื่อชาติมองหาความดีไม่ใช่คิดลบมองหาแต่ความผิดของคนอื่น,1
มันแพงมันไง่..มึงก็อย่าไปใช้ทางด่วน..แค่นี้มันก็จบ..คนด่ากูเห็นนอนเล่นโทรศัทพ์อยู่ขอนแก่น..เสือกมาด่าว่าแพง,0
Chinpaisan Man Chusak จะมาดิ้นแทนพวกลุงตู่ทำไมครับเนี่ยผม งง??,0
เนวัน ดาดา เขาเรียกว่าฟ้องด้วยภาพครับ ดูเอาเองครับใครเป็นใคร และศาลพวกนี้ประยุทธ์ต่ออายุให้ทำงานต่อนะครับ #ผู้กำกับ,0
#ลูกสาวเสี่ยจัสตินไม่ถูกใจสิ่งนี่,0
กำลังในทหารไทย ทุกหมู่เหล่า และที่อยู่ชายแดนค่ะ ✌✌✌,1
ตำนานเลยล่ะ มันจะเป็นของมีค่าในอนาคต,0
Papakay Pon Pon อ้าวทำไมลืมนายจ้างละ ทรบอกว่าวัยรุ่นหลอกง่ายเพราะมันโง่และโคตรโง่,1
ชื่นชมมากค่ะ,1
ให้เป็นไปตามกระบวนการยุติธรรมครับ แต่ถ้าถามความเห็นส่วนตัว ยุบมันไปเถอะครับ,1
ประยุทธ์ จันทร์โอชา Prayut Chan-o-cha มึงมาอ่าน วันๆเค้าทำงานมากกว่ามึงอี๊กกกก,0
Vassana Nullaoong รักเลยครับ ทำงานสุจริต,1
ขี้ลืม,1
ทรงพระเจริญ,1
"เหี้ยทั้งสองตัว
ถอดแว่นตามอง
มองกี่ครั้งก็ยังเป็นเหี้ย",1
อย่างน้อยธนาธรก็ยังคงอยู่กับครอบครัวที่น่ารัก. เราจะรอ นายกในฝันของเราค่ะ 😂😂😂✌️✌️✌️,0
ใจไม่ด้านพอ,1
เป็นไงพวกแดาราเห็นแก่เงินยุบไปแล้วสะใจหรือเปล่า,1
ขอพระองค์ทรงพระเจริญยิ่งยืนนาน ด้วยเกล้าด้วยกระหม่อมขอเดชะ,1
มันรู้ไหมว่าประเทศไทยมีกี่ล้านคนที่มันบอกแค่ 6 ล้านคนจะทำให้มีปัญหา,1
ขอพระองค์ทรงพระเจริญ ยิ่งยืนนาน,1
มันเป็นเรื่องของ การตกลงกันไม่ใช่หรอ มันไม่ได้เกินกว่ากฎหมายกำหนด ผิดยังไงคับ,0
มะยุรี อุสมาน รัฐบาล​ชุดนี้ไม่ทำห่าอะไรเลยครับงานไม่ทำ จนกว่าจะได้งบประมาณ​มาแบ่งกัน 555,1
ทราบดีว่าจัดงานมีค่าใช้จ่าย ไม่สะดวกไป แต่พร้อมโอน,0
สู้ๆค่ะเป็นกำลังใจให้ทุกคนค่ะ,0
ต่อไปอีพวงหน้าบานไม่มีเอกสิทธิ์คุ้มกะลาหัวแล้ว....คดีหมิ่นสถาบันเตรียมรอพิจารณาต่อไป....อีพวกเหี้ยไม่รอดแน่นอน,1
บ่าอ้าย นกแล รู้สิคะ เงินกู้เป็นรายได้ ถามกกต.ได้,1
ผมไม่อยากให้ ตี๋เอก ไปปราศรัย กลางถนนที่มีตึกล้อมเลย ผมได้กลิ่น ที่ มันคล้ายเสธ. แดง เชื่อผมเถอะ,0
Chinpaisan Man Chusak ยุคลุงคุณ​ดีมากเลย​ คนตกงานค้าขายดีจัง​ ยาบ้าถูก​ชิปหายขายง่ายจริงๆ​ จับได้รายย่อย​รายใหญ่​หาไม่เจอ​ แจกแต่เงิน​ แต่หาไม่เป็น​ แต่ละโครงการ​แดกงบกระจาย​ บ่อน้ำ​ บ่อละ​ 6​ ล้าน​ บ้านมึงดิ​ มาผมขอแค่บ่อ​ 6​ แสนผมทำให้​ 5555​ ถูกกว่าเยอะ​ ผมเคยจ้างมาแค่ไม่กี่หมื่น​ อย่าเลียจนโง่​ เห็น​ผิดเป็นชอบ​ แหกตาดูบ้าง​ สายเลีย,0
ถึงจะยุบ แต่ใช่ว่าจะไม่มีคนต่อต้านเผด็จการ...สู้ต่อไป,0
Boriwat Junwong ล้มตู่ ได้แดงครับ,0
ส่งกำลังใจไปครับ... สู้ๆ,0
"ไชโย จุดประทัด เผากงเต๊กให้นายกข้างถนน
กิ้ววววววววววว",1
ห้ามพรรคการเมืองกู้เงินเพราะเกรงว่าจะมีนักการเมืองชั่วไปเอาเงินต่างชาติ ประเทศจะถูกครอบงำจากเจ้าของเงิน หรือ อาจจะนำเงินผิดกฎหมายมาให้กู้เพื่อฟอกเงิน ไม่พวกที่เชียร์พรรคสีส้มมันคิดน้อย คิดดีไม่ได้,1
"ยืนอภิปรายกัน
#โปรดระวังยอดตึกด้วยน่ะครับ
#อดีตเคยมีมาแล้ว
#ดูแลตัวเองด้วยครับ(เป็นห่วง)
#ต่อไปนี้คำว่าประชาธิปไตยคงไม่แตกต่างอะไรกับคำว่าแกงไตปลา 🖕🏼
#SAFEพรรคอนาคตใหม่ 🇹🇭",0
Zhang Liao อย่าถามเราเยอะเราสลับยูชเซอร์ไม่ทัน ตอบแทน ฮ่าๆ,0
ยุบไม่ยุบ ไม่ค่อยสนเท่าไหร่ ละ สน ว่า จะ เกิดใหม่ แบบ นกฟีนิกส์ ได้ไหม ถ้าเกิดใหม่ ได้ คือ ไม่มีใครล้ม อนาคตใหม่ได้อีกต่อไป,0
พรรคโดนยุบช่องเนชั่วคงเล่นข่าวกันสนุกปากเลยดิตอนนี้,0
Somyod Kong มันคงฟังภาษาคนไม่รู้เรื่องหรอกอำนาจเงินทองปิดหูปิดตามันหมดแล้ว,0
ทรงพระเจริญ,1
ธีระยุทธิ์ หงษ์ทอง ลาออกให้หมดสิ จะร่างให้,0
เชื่อมั่นคุณหมอค่ะ,1
Raviphon Khamniramit กู้เงินมาเก็บไว้เหรอครับ ถ้าเอามาเก็บไว้เฉยๆ ก็ไม่ถึอว่าเอามาเป็นประโยชน์ครับ เหมือนเช่าซื้อรถยนต์มาจอดไว้เฉยๆ ถึอว่าไม่ใช่เอามาเป็นประโยชน์ครับ,1
สู้ต่อไปค่ะทำดีต่อไปอย่าหยุดทำดี,1
รู้ๆอยู่นะว่าใครสั่ง,0
Anirat Sayaon คงเป็นบางคน คงเหมารวมไม่ได้หรอกครับ,1
ลงถนนนี่เข้าทางมันเลย!!,0
รู้แระ 🤣,0
จริงค่ะ,0
Noppakun Intayos กฎงัวอะหรอ,0
